sample_id	lanelet_id	sequencescape_id	sanger_id	diff_start	salmonella_date	accession	full_name
febc_B	18017_5#18	2406741	3226STDY6202449	2015-07-06	2015-08-04	SAMEA103885403	HPSI0613i-febc_2 derived macrophage day 29 with IFNg
febc_A	17982_2#19	2406742	3226STDY6202450	2015-07-06	2015-08-04	SAMEA103885069	HPSI0613i-febc_2 derived macrophage day 29 untreated
febc_D	17982_2#20	2406743	3226STDY6202451	2015-07-06	2015-08-04	SAMEA103885100	HPSI0613i-febc_2 derived macrophage day 29 with salmonella and IFNg
pamv_A	17982_2#21	2406744	3226STDY6202452	2015-07-01	2015-07-31	SAMEA103885329	HPSI1013i-pamv_3 derived macrophage day 30 untreated
pamv_B	18017_3#22	2406745	3226STDY6202453	2015-07-01	2015-07-31	SAMEA103884920	HPSI1013i-pamv_3 derived macrophage day 30 with IFNg
pamv_C	17982_2#23	2406746	3226STDY6202454	2015-07-01	2015-07-31	SAMEA103885252	HPSI1013i-pamv_3 derived macrophage day 30 with salmonella
pamv_D	17982_2#24	2406747	3226STDY6202455	2015-07-01	2015-07-31	SAMEA103885113	HPSI1013i-pamv_3 derived macrophage day 30 with salmonella and IFNg
kuxp_A	17982_2#25	2406748	3226STDY6202456	2015-06-21	2015-07-22	SAMEA103885017	HPSI1013i-kuxp_1 derived macrophage day 31 untreated
kuxp_B	17982_2#26	2406749	3226STDY6202457	2015-06-21	2015-07-22	SAMEA103885255	HPSI1013i-kuxp_1 derived macrophage day 31 with IFNg
kuxp_C	17982_2#27	2406750	3226STDY6202458	2015-06-21	2015-07-22	SAMEA103884990	HPSI1013i-kuxp_1 derived macrophage day 31 with salmonella
kuxp_D	17982_2#28	2406751	3226STDY6202459	2015-06-21	2015-07-22	SAMEA103885101	HPSI1013i-kuxp_1 derived macrophage day 31 with salmonella and IFNg
xugn_A	17982_2#29	2406752	3226STDY6202460	2015-06-11	2015-07-22	SAMEA103885286	HPSI0314i-xugn_1 derived macrophage day 41 untreated
xugn_B	17982_2#30	2406753	3226STDY6202461	2015-06-11	2015-07-22	SAMEA103884890	HPSI0314i-xugn_1 derived macrophage day 41 with IFNg
xugn_C	18017_7#31	2406754	3226STDY6202462	2015-06-11	2015-07-22	SAMEA103885173	HPSI0314i-xugn_1 derived macrophage day 41 with salmonella
xugn_D	17982_2#32	2406755	3226STDY6202463	2015-06-11	2015-07-22	SAMEA103885013	HPSI0314i-xugn_1 derived macrophage day 41 with salmonella and IFNg
oapg_A	17982_2#33	2406756	3226STDY6202464	2015-06-21	2015-07-31	SAMEA103885341	HPSI0913i-oapg_5 derived macrophage day 40 untreated
oapg_B	18017_6#34	2406757	3226STDY6202465	2015-06-21	2015-07-31	SAMEA103884894	HPSI0913i-oapg_5 derived macrophage day 40 with IFNg
oapg_C	17982_2#35	2406758	3226STDY6202466	2015-06-21	2015-07-31	SAMEA103885374	HPSI0913i-oapg_5 derived macrophage day 40 with salmonella
oapg_D	17982_2#36	2406759	3226STDY6202467	2015-06-21	2015-07-31	SAMEA103885137	HPSI0913i-oapg_5 derived macrophage day 40 with salmonella and IFNg
pelm_A	17982_2#37	2406760	3226STDY6202468	2015-07-03	2015-08-12	SAMEA103885343	HPSI0214i-pelm_3 derived macrophage day 40 untreated
pelm_B	17982_2#38	2406761	3226STDY6202469	2015-07-03	2015-08-12	SAMEA103885148	HPSI0214i-pelm_3 derived macrophage day 40 with IFNg
pelm_C	17982_2#39	2406762	3226STDY6202470	2015-07-03	2015-08-12	SAMEA103885075	HPSI0214i-pelm_3 derived macrophage day 40 with salmonella
pelm_D	17982_2#40	2406763	3226STDY6202471	2015-07-03	2015-08-12	SAMEA103884999	HPSI0214i-pelm_3 derived macrophage day 40 with salmonella and IFNg
nemb_A	17982_2#41	2406764	3226STDY6202472	2015-06-26	2015-07-22	SAMEA103884940	HPSI0713i-nemb_1 derived macrophage day 26 untreated
nemb_B	17982_2#42	2406765	3226STDY6202473	2015-06-26	2015-07-22	SAMEA103885273	HPSI0713i-nemb_1 derived macrophage day 26 with IFNg
nemb_C	17982_2#43	2406766	3226STDY6202474	2015-06-26	2015-07-22	SAMEA103885249	HPSI0713i-nemb_1 derived macrophage day 26 with salmonella
nemb_D	17982_2#44	2406767	3226STDY6202475	2015-06-26	2015-07-22	SAMEA103885026	HPSI0713i-nemb_1 derived macrophage day 26 with salmonella and IFNg
babk_A	19336_2#61	2483814	3226STDY6277230	2015-10-12	2015-12-04	SAMEA103885125	HPSI1213i-babk_2 derived macrophage replicate 1 day 53 untreated
babk_B	19336_2#62	2483815	3226STDY6277231	2015-10-12	2015-12-04	SAMEA103885304	HPSI1213i-babk_2 derived macrophage replicate 1 day 53 with IFNg
babk_C	19336_2#63	2483816	3226STDY6277232	2015-10-12	2015-12-04	SAMEA103884985	HPSI1213i-babk_2 derived macrophage replicate 1 day 53 with salmonella
babk_D	19336_2#64	2483817	3226STDY6277233	2015-10-12	2015-12-04	SAMEA103885383	HPSI1213i-babk_2 derived macrophage replicate 1 day 53 with salmonella and IFNg
coyi_A	19336_2#21	2483774	3226STDY6277190	2015-09-30	2015-11-05	SAMEA103885385	HPSI0913i-coyi_3 derived macrophage day 36 untreated
coyi_B	19336_2#22	2483775	3226STDY6277191	2015-09-30	2015-11-05	SAMEA103884883	HPSI0913i-coyi_3 derived macrophage day 36 with IFNg
coyi_C	19336_2#23	2483776	3226STDY6277192	2015-09-30	2015-11-05	SAMEA103885145	HPSI0913i-coyi_3 derived macrophage day 36 with salmonella
coyi_D	19336_2#24	2483777	3226STDY6277193	2015-09-30	2015-11-05	SAMEA103885220	HPSI0913i-coyi_3 derived macrophage day 36 with salmonella and IFNg
diku_A	19336_2#37	2483790	3226STDY6277206	2015-10-15	2015-11-13	SAMEA103885102	HPSI0913i-diku_1 derived macrophage day 29 untreated
diku_B	19336_2#38	2483791	3226STDY6277207	2015-10-15	2015-11-13	SAMEA103885347	HPSI0913i-diku_1 derived macrophage day 29 with IFNg
diku_C	19336_2#39	2483792	3226STDY6277208	2015-10-15	2015-11-13	SAMEA103885043	HPSI0913i-diku_1 derived macrophage day 29 with salmonella
diku_D	19336_2#40	2483793	3226STDY6277209	2015-10-15	2015-11-13	SAMEA103885392	HPSI0913i-diku_1 derived macrophage day 29 with salmonella and IFNg
eiwy_A	19336_2#49	2483802	3226STDY6277218	2015-10-23	2015-12-02	SAMEA103885182	HPSI0214i-eiwy_1 derived macrophage day 40 untreated
eiwy_B	19336_2#50	2483803	3226STDY6277219	2015-10-23	2015-12-02	SAMEA103885136	HPSI0214i-eiwy_1 derived macrophage day 40 with IFNg
eiwy_C	19336_2#51	2483804	3226STDY6277220	2015-10-23	2015-12-02	SAMEA103885413	HPSI0214i-eiwy_1 derived macrophage day 40 with salmonella
eiwy_D	19336_2#52	2483805	3226STDY6277221	2015-10-23	2015-12-02	SAMEA103884967	HPSI0214i-eiwy_1 derived macrophage day 40 with salmonella and IFNg
fafq_A	19336_2#9	2483762	3226STDY6277178	2015-09-16	2015-10-14	SAMEA103884994	HPSI0314i-fafq_1 derived macrophage day 28 untreated
fafq_B	19336_2#10	2483763	3226STDY6277179	2015-09-16	2015-10-14	SAMEA103885320	HPSI0314i-fafq_1 derived macrophage day 28 with IFNg
fafq_C	19336_2#11	2483764	3226STDY6277180	2015-09-16	2015-10-14	SAMEA103885372	HPSI0314i-fafq_1 derived macrophage day 28 with salmonella
fafq_D	19336_2#12	2483765	3226STDY6277181	2015-09-16	2015-10-14	SAMEA103885333	HPSI0314i-fafq_1 derived macrophage day 28 with salmonella and IFNg
fikt_A	19336_2#13	2483766	3226STDY6277182	2015-10-03	2015-11-05	SAMEA103885368	HPSI0114i-fikt_3 derived macrophage day 33 untreated
fikt_B	19336_2#14	2483767	3226STDY6277183	2015-10-03	2015-11-05	SAMEA103885218	HPSI0114i-fikt_3 derived macrophage day 33 with IFNg
fikt_C	19336_2#15	2483768	3226STDY6277184	2015-10-03	2015-11-05	SAMEA103885319	HPSI0114i-fikt_3 derived macrophage day 33 with salmonella
fikt_D	19336_2#16	2483769	3226STDY6277185	2015-10-03	2015-11-05	SAMEA103885004	HPSI0114i-fikt_3 derived macrophage day 33 with salmonella and IFNg
guss_A	19336_2#53	2483806	3226STDY6277222	2015-10-16	2015-11-18	SAMEA103885196	HPSI0813i-guss_1 derived macrophage day 33 untreated
guss_B	19336_2#54	2483807	3226STDY6277223	2015-10-16	2015-11-18	SAMEA103885094	HPSI0813i-guss_1 derived macrophage day 33 with IFNg
guss_C	19336_2#55	2483808	3226STDY6277224	2015-10-16	2015-11-18	SAMEA103885288	HPSI0813i-guss_1 derived macrophage day 33 with salmonella
guss_D	19336_2#56	2483809	3226STDY6277225	2015-10-16	2015-11-18	SAMEA103885054	HPSI0813i-guss_1 derived macrophage day 33 with salmonella and IFNg
hayt_A	19336_2#17	2483770	3226STDY6277186	2015-09-12	2015-10-09	SAMEA103885095	HPSI1113i-hayt_1 derived macrophage day 27 untreated
hayt_B	19336_2#18	2483771	3226STDY6277187	2015-09-12	2015-10-09	SAMEA103885198	HPSI1113i-hayt_1 derived macrophage day 27 with IFNg
hayt_C	19336_2#19	2483772	3226STDY6277188	2015-09-12	2015-10-09	SAMEA103884916	HPSI1113i-hayt_1 derived macrophage day 27 with salmonella
hayt_D	19336_2#20	2483773	3226STDY6277189	2015-09-12	2015-10-09	SAMEA103884875	HPSI1113i-hayt_1 derived macrophage day 27 with salmonella and IFNg
hehd_A	19336_2#5	2483758	3226STDY6277174	2015-09-30	2015-11-05	SAMEA103884877	HPSI1213i-hehd_2 derived macrophage day 36 untreated
hehd_B	19336_2#6	2483759	3226STDY6277175	2015-09-30	2015-11-05	SAMEA103885114	HPSI1213i-hehd_2 derived macrophage day 36 with IFNg
hehd_C	19336_2#7	2483760	3226STDY6277176	2015-09-30	2015-11-05	SAMEA103884886	HPSI1213i-hehd_2 derived macrophage day 36 with salmonella
hehd_D	19336_2#8	2483761	3226STDY6277177	2015-09-30	2015-11-05	SAMEA103885118	HPSI1213i-hehd_2 derived macrophage day 36 with salmonella and IFNg
iill_A	19336_2#41	2483794	3226STDY6277210	2015-09-27	2015-11-05	SAMEA103885229	HPSI0813i-iill_1 derived macrophage day 39 untreated
iill_B	19336_2#42	2483795	3226STDY6277211	2015-09-27	2015-11-05	SAMEA103885126	HPSI0813i-iill_1 derived macrophage day 39 with IFNg
iill_C	19336_2#43	2483796	3226STDY6277212	2015-09-27	2015-11-05	SAMEA103885331	HPSI0813i-iill_1 derived macrophage day 39 with salmonella
iill_D	19336_2#44	2483797	3226STDY6277213	2015-09-27	2015-11-05	SAMEA103884954	HPSI0813i-iill_1 derived macrophage day 39 with salmonella and IFNg
nukw_A	19336_2#29	2483782	3226STDY6277198	2015-09-23	2015-11-05	SAMEA103884927	HPSI0613i-nukw_1 derived macrophage day 43 untreated
nukw_B	19336_2#30	2483783	3226STDY6277199	2015-09-23	2015-11-05	SAMEA103885029	HPSI0613i-nukw_1 derived macrophage day 43 with IFNg
nukw_C	19336_2#31	2483784	3226STDY6277200	2015-09-23	2015-11-05	SAMEA103885164	HPSI0613i-nukw_1 derived macrophage day 43 with salmonella
nukw_D	19336_2#32	2483785	3226STDY6277201	2015-09-23	2015-11-05	SAMEA103885253	HPSI0613i-nukw_1 derived macrophage day 43 with salmonella and IFNg
oevr_A	19336_2#33	2483786	3226STDY6277202	2015-08-30	2015-10-14	SAMEA103884925	HPSI0114i-oevr_3 derived macrophage day 45 untreated
oevr_B	19336_2#34	2483787	3226STDY6277203	2015-08-30	2015-10-14	SAMEA103885259	HPSI0114i-oevr_3 derived macrophage day 45 with IFNg
oevr_C	19336_2#35	2483788	3226STDY6277204	2015-08-30	2015-10-14	SAMEA103885354	HPSI0114i-oevr_3 derived macrophage day 45 with salmonella
oevr_D	19336_2#36	2483789	3226STDY6277205	2015-08-30	2015-10-14	SAMEA103884891	HPSI0114i-oevr_3 derived macrophage day 45 with salmonella and IFNg
qaqx_A	19336_2#57	2483810	3226STDY6277226	2015-10-01	2015-11-18	SAMEA103885262	HPSI0314i-qaqx_1 derived macrophage day 48 untreated
qaqx_B	19336_2#58	2483811	3226STDY6277227	2015-10-01	2015-11-18	SAMEA103885228	HPSI0314i-qaqx_1 derived macrophage day 48 with IFNg
qaqx_C	19336_2#59	2483812	3226STDY6277228	2015-10-01	2015-11-18	SAMEA103885308	HPSI0314i-qaqx_1 derived macrophage day 48 with salmonella
qaqx_D	19336_2#60	2483813	3226STDY6277229	2015-10-01	2015-11-18	SAMEA103884949	HPSI0314i-qaqx_1 derived macrophage day 48 with salmonella and IFNg
qolg_A	19336_2#1	2483754	3226STDY6277170	2015-10-10	2015-11-05	SAMEA103885076	HPSI1113i-qolg_3 derived macrophage day 26 untreated
qolg_B	19336_2#2	2483755	3226STDY6277171	2015-10-10	2015-11-05	SAMEA103884992	HPSI1113i-qolg_3 derived macrophage day 26 with IFNg
qolg_C	19336_2#3	2483756	3226STDY6277172	2015-10-10	2015-11-05	SAMEA103885142	HPSI1113i-qolg_3 derived macrophage day 26 with salmonella
qolg_D	19336_2#4	2483757	3226STDY6277173	2015-10-10	2015-11-05	SAMEA103885382	HPSI1113i-qolg_3 derived macrophage day 26 with salmonella and IFNg
sojd_A	19336_2#25	2483778	3226STDY6277194	2015-09-11	2015-10-14	SAMEA103885212	HPSI0314i-sojd_3 derived macrophage day 33 untreated
sojd_B	19336_2#26	2483779	3226STDY6277195	2015-09-11	2015-10-14	SAMEA103884971	HPSI0314i-sojd_3 derived macrophage day 33 with IFNg
sojd_C	19336_2#27	2483780	3226STDY6277196	2015-09-11	2015-10-14	SAMEA103885290	HPSI0314i-sojd_3 derived macrophage day 33 with salmonella
sojd_D	19336_2#28	2483781	3226STDY6277197	2015-09-11	2015-10-14	SAMEA103885281	HPSI0314i-sojd_3 derived macrophage day 33 with salmonella and IFNg
zaui_A	19336_2#45	2483798	3226STDY6277214	2015-10-11	2015-11-18	SAMEA103885381	HPSI0513i-zaui_3 derived macrophage day 38 untreated
zaui_B	19336_2#46	2483799	3226STDY6277215	2015-10-11	2015-11-18	SAMEA103884918	HPSI0513i-zaui_3 derived macrophage day 38 with IFNg
zaui_C	19336_2#47	2483800	3226STDY6277216	2015-10-11	2015-11-18	SAMEA103885074	HPSI0513i-zaui_3 derived macrophage day 38 with salmonella
zaui_D	19336_2#48	2483801	3226STDY6277217	2015-10-11	2015-11-18	SAMEA103885219	HPSI0513i-zaui_3 derived macrophage day 38 with salmonella and IFNg
