sample	donor	flow_date	mean1	mean2	sigmasq1	sigmasq2	channel	purity
ieki_130415	ieki	2015-04-13	1.17352770669419	2.3962564012644	0.0788026639533715	0.0350313761321514	APC.A	0.989795918367347
ieki_130415	ieki	2015-04-13	1.37809539654171	3.43610564001801	0.0747315496261556	0.0950048697140487	PE.A	0.984108397457344
ieki_130415	ieki	2015-04-13	1.33674694664867	2.62895296983654	0.0710602960976059	0.029792510176701	Pacific.Blue.A	0.993977919036467
iicq_020415	iicq	2015-04-02	1.22909571432926	2.40884541779629	0.0595366103982669	0.0337795054965779	APC.A	0.982308460550721
iicq_020415	iicq	2015-04-02	1.7404526104559	2.90027111040507	0.113360528126288	0.12173463441832	PE.A	0.951062919104009
iicq_020415	iicq	2015-04-02	1.54538466082915	2.73902076874369	0.0566364357277383	0.0278321839101277	Pacific.Blue.A	0.977314880867456
iicq_080415	iicq	2015-04-08	0.915274633739441	2.1443389501156	0.0466438881348591	0.0397904423239725	APC.A	0.978806553434541
iicq_080415	iicq	2015-04-08	1.23450343845114	2.87054080311677	0.0509053166670562	0.189654544732505	PE.A	0.976101007064482
iicq_080415	iicq	2015-04-08	1.25349926267861	2.58583598881027	0.0526572714291581	0.0293197922540718	Pacific.Blue.A	0.973395460694424
iill_031115	iill	2015-11-03	1.15200777318619	1.96526854579557	0.0563730090614425	0.0637303477009147	APC.A	0.997194013896312
iill_031115	iill	2015-11-03	1.05895512886252	1.9395166949575	0.0462986984656589	0.298633049042557	PE.A	1
iill_031115	iill	2015-11-03	1.08091079595483	2.05207440955334	0.0529759329196908	0.0532673870403425	Pacific.Blue.A	0.993319080705505
iill_201015	iill	2015-10-20	1.78978894802862	1.9916846139453	0.202494428430815	0.042599511697631	APC.A	0.979526551503519
iill_201015	iill	2015-10-20	1.99950806054406	2.57018912988072	0.0335465696393681	0.058300319009739	PE.A	0.939219449776072
iill_201015	iill	2015-10-20	1.66831981422593	2.1700110153582	0.191568600746238	0.0591158367654763	Pacific.Blue.A	0.980379611857539
iill_281015	iill	2015-10-28	1.49248046180861	2.33020944026407	0.119935332773185	0.0872713886428323	APC.A	0.991812142746794
iill_281015	iill	2015-10-28	1.19750392570434	2.94718727448774	0.0819147038372904	0.178762260094933	PE.A	0.979607600803337
iill_281015	iill	2015-10-28	1.64229031499679	2.4079776801459	0.0994243078010115	0.0441156980364375	Pacific.Blue.A	0.940213193264329
iisa_050515	iisa	2015-05-05	1.09622016449802	2.84987823035101	0.0618028343692181	0.0457591074208585	APC.A	0.981321342096161
iisa_050515	iisa	2015-05-05	1.13901132138615	1.84028947247117	0.049115505874495	0.303814473893268	PE.A	0.99948114839156
iisa_050515	iisa	2015-05-05	1.50706716803428	2.64423747913845	0.0498339130233221	0.0490728404829462	Pacific.Blue.A	0.980110688343134
joxm_140515	joxm	2015-05-14	1.01412122243048	2.62759620660922	0.0720886848828134	0.0420530461975862	APC.A	0.931397892225095
joxm_140515	joxm	2015-05-14	1.08078485103231	2.85193416298345	0.0912436372813007	0.16915173377333	PE.A	0.9317955856035
joxm_140515	joxm	2015-05-14	1.50352934627379	2.79934553345795	0.0691866893926608	0.0486752246509586	Pacific.Blue.A	0.925830184927421
joxm_230415	joxm	2015-04-23	1.20421989914132	2.71717805786268	0.173099036449456	0.0553540770319279	APC.A	0.916965658636597
joxm_230415	joxm	2015-04-23	1.0404254339481	3.11094945676725	0.150562841572643	0.132913317408334	PE.A	0.903126601742696
joxm_230415	joxm	2015-04-23	1.50971210892364	2.60654464258498	0.178159972591313	0.0527846522052106	Pacific.Blue.A	0.866051597471382
kaks_111114	kaks	2014-11-11	0.957086519964957	2.40947683986132	0.0613800394873892	0.0983967760007364	APC.A	0.961747675030707
kaks_111114	kaks	2014-11-11	1.2453560394004	2.4343826757731	0.0721693454780219	0.253213709507438	PE.A	0.977188980522899
kaks_111114	kaks	2014-11-11	1.36677319790356	2.35884607099677	0.0765154191215068	0.0582439416717765	Pacific.Blue.A	0.940515879978944
kehc_050815	kehc	2015-08-05	1.61431971674479	2.83298978787621	0.359115352121987	0.0567452048850988	APC.A	0.821674876847291
kehc_050815	kehc	2015-08-05	1.29242689067235	3.48519212882548	0.150266254071063	0.0815870712321284	PE.A	0.845648604269294
kehc_050815	kehc	2015-08-05	1.98441830244952	3.02082981433452	0.0347284743517398	0.0296750665163908	Pacific.Blue.A	0.857799671592775
kehc_210715	kehc	2015-07-21	0.877371940008544	2.56930084369189	0.0856883715387241	0.0679891091431788	APC.A	0.948827945457331
kehc_210715	kehc	2015-07-21	1.01116467175918	2.90576500242548	0.0897879512896133	0.159434830770222	PE.A	0.953730657269802
kehc_210715	kehc	2015-07-21	1.06569989255677	2.4943053507191	0.117621993385512	0.031869616624741	Pacific.Blue.A	0.964608549103723
kucg_281015	kucg	2015-10-28	1.49086947002468	2.49044427501071	0.321030649308074	0.0449577559454355	APC.A	0.791934541203974
kucg_281015	kucg	2015-10-28	1.25005979520028	3.03912588655721	0.1899836787918	0.134103547685403	PE.A	0.794856808883694
kucg_281015	kucg	2015-10-28	1.54885891011546	2.82581244877846	0.182727528306313	0.0279076313900982	Pacific.Blue.A	0.799922072861874
kuxp_210715	kuxp	2015-07-21	0.909657704418841	2.40049046176798	0.0542257367978975	0.0528186127937943	APC.A	0.98983949344721
kuxp_210715	kuxp	2015-07-21	1.0854947818146	2.3275786347644	0.0640225505768204	0.205252237883782	PE.A	0.990134000883522
kuxp_210715	kuxp	2015-07-21	1.12948150522925	2.35800600422709	0.0604032636411461	0.0539103782294439	Pacific.Blue.A	0.990428508319835
lexy_300715	lexy	2015-07-30	1.95921771665324	3.09616506231696	0.0520986779201353	0.0385619374975309	APC.A	0.851598173515982
lexy_300715	lexy	2015-07-30	0.892639732917264	3.53633015916881	0.048634632252468	0.0848372836320033	PE.A	0.837899543378995
lexy_300715	lexy	2015-07-30	2.0416987071541	2.86510162225841	0.0513019842204931	0.0228244229870092	Pacific.Blue.A	0.834094368340944
liun_200614	liun	2014-06-20	1.05916181179788	2.96485932352619	0.064813705110166	0.07476152669971	APC.A	0.989528795811518
liun_200614	liun	2014-06-20	0.857124027211362	2.55706370827795	0.173783860112499	0.194792711094189	PE.A	0.975816504612316
liun_200614	liun	2014-06-20	1.15402430116375	2.51975077928741	0.0572147321984271	0.0580568258366358	Pacific.Blue.A	0.982049364248317
meqo_271114	meqo	2014-11-27	0.965877643114163	2.44624504544468	0.0421445321343569	0.0402444219870125	APC.A	0.989736070381232
meqo_271114	meqo	2014-11-27	1.34221348015425	2.11839426428682	0.0414438658060081	0.293815060076485	PE.A	0.998533724340176
meqo_271114	meqo	2014-11-27	1.32403933759717	2.55120301002056	0.0412956630354654	0.0239889664815313	Pacific.Blue.A	0.986620234604106
mijn_140515	mijn	2015-05-14	1.23225126619286	2.73595154113556	0.134548429082078	0.0387319022824884	APC.A	0.779422514619883
mijn_140515	mijn	2015-05-14	1.14330257844064	2.93711837932757	0.126908655927787	0.137420380908227	PE.A	0.772843567251462
